Time,X,Y,Z,VX,VY,VZ,Roll,Pitch,Yaw,RollRate,PitchRate,YawRate
0.2600,0.0000,0.0000,0.3820,0.0000,0.0000,2.5214,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.2700,0.0000,0.0000,0.4079,0.0000,0.0000,2.5949,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.2800,0.0000,0.0000,0.4346,0.0000,0.0000,2.6669,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.2900,0.0000,0.0000,0.4619,0.0000,0.0000,2.7374,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.3000,0.0000,0.0000,0.4900,0.0000,0.0000,2.8063,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.3100,0.0000,0.0000,0.5187,0.0000,0.0000,2.8736,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.3200,0.0000,0.0000,0.5481,0.0000,0.0000,2.9393,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.3300,0.0000,0.0000,0.5782,0.0000,0.0000,3.0033,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.3400,0.0000,0.0000,0.6088,0.0000,0.0000,3.0656,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.3500,0.0000,0.0000,0.6401,0.0000,0.0000,3.1263,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.3600,0.0000,0.0000,0.6719,0.0000,0.0000,3.1852,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.3700,0.0000,0.0000,0.7044,0.0000,0.0000,3.2423,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.3800,0.0000,0.0000,0.7373,0.0000,0.0000,3.2977,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.3900,0.0000,0.0000,0.7709,0.0000,0.0000,3.3513,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.4000,0.0000,0.0000,0.8049,0.0000,0.0000,3.4031,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.4100,0.0000,0.0000,0.8394,0.0000,0.0000,3.4530,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.4200,0.0000,0.0000,0.8744,0.0000,0.0000,3.5010,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.4300,0.0000,0.0000,0.9099,0.0000,0.0000,3.5472,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.4400,0.0000,0.0000,0.9458,0.0000,0.0000,3.5915,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.4500,0.0000,0.0000,0.9822,0.0000,0.0000,3.6338,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.4600,0.0000,0.0000,1.0189,0.0000,0.0000,3.6743,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.4700,0.0000,0.0000,1.0560,0.0000,0.0000,3.7128,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.4800,0.0000,0.0000,1.0935,0.0000,0.0000,3.7493,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.4900,0.0000,0.0000,1.1314,0.0000,0.0000,3.7839,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.5000,0.0000,0.0000,1.1695,0.0000,0.0000,3.8165,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.5100,0.0000,0.0000,1.2080,0.0000,0.0000,3.8471,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.5200,0.0000,0.0000,1.2467,0.0000,0.0000,3.8758,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.5300,0.0000,0.0000,1.2858,0.0000,0.0000,3.9024,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.5400,0.0000,0.0000,1.3250,0.0000,0.0000,3.9270,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.5500,0.0000,0.0000,1.3645,0.0000,0.0000,3.9495,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.5600,0.0000,0.0000,1.4042,0.0000,0.0000,3.9701,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.5700,0.0000,0.0000,1.4441,0.0000,0.0000,3.9886,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.5800,0.0000,0.0000,1.4842,0.0000,0.0000,4.0051,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.5900,0.0000,0.0000,1.5244,0.0000,0.0000,4.0196,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.6000,0.0000,0.0000,1.5647,0.0000,0.0000,4.0320,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.6100,0.0000,0.0000,1.6051,0.0000,0.0000,4.0424,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.6200,0.0000,0.0000,1.6456,0.0000,0.0000,4.0508,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.6300,0.0000,0.0000,1.6862,0.0000,0.0000,4.0571,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.6400,0.0000,0.0000,1.7268,0.0000,0.0000,4.0614,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.6500,0.0000,0.0000,1.7674,0.0000,0.0000,4.0637,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.6600,0.0000,0.0000,1.8081,0.0000,0.0000,4.0639,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.6700,0.0000,0.0000,1.8487,0.0000,0.0000,4.0621,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.6800,0.0000,0.0000,1.8893,0.0000,0.0000,4.0584,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.6900,0.0000,0.0000,1.9298,0.0000,0.0000,4.0526,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.7000,0.0000,0.0000,1.9703,0.0000,0.0000,4.0449,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.7100,0.0000,0.0000,2.0106,0.0000,0.0000,4.0351,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.7200,0.0000,0.0000,2.0508,0.0000,0.0000,4.0234,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.7300,0.0000,0.0000,2.0909,0.0000,0.0000,4.0097,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.7400,0.0000,0.0000,2.1309,0.0000,0.0000,3.9941,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.7500,0.0000,0.0000,2.1707,0.0000,0.0000,3.9766,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.7600,0.0000,0.0000,2.2102,0.0000,0.0000,3.9571,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.7700,0.0000,0.0000,2.2496,0.0000,0.0000,3.9358,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.7800,0.0000,0.0000,2.2887,0.0000,0.0000,3.9125,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.7900,0.0000,0.0000,2.3276,0.0000,0.0000,3.8874,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.8000,0.0000,0.0000,2.3662,0.0000,0.0000,3.8604,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.8100,0.0000,0.0000,2.4045,0.0000,0.0000,3.8316,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.8200,0.0000,0.0000,2.4425,0.0000,0.0000,3.8010,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.8300,0.0000,0.0000,2.4802,0.0000,0.0000,3.7686,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.8400,0.0000,0.0000,2.5175,0.0000,0.0000,3.7344,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.8500,0.0000,0.0000,2.5545,0.0000,0.0000,3.6985,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.8600,0.0000,0.0000,2.5911,0.0000,0.0000,3.6609,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.8700,0.0000,0.0000,2.6273,0.0000,0.0000,3.6215,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.8800,0.0000,0.0000,2.6632,0.0000,0.0000,3.5805,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.8900,0.0000,0.0000,2.6985,0.0000,0.0000,3.5378,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.9000,0.0000,0.0000,2.7335,0.0000,0.0000,3.4935,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.9100,0.0000,0.0000,2.7679,0.0000,0.0000,3.4476,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.9200,0.0000,0.0000,2.8019,0.0000,0.0000,3.4001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.9300,0.0000,0.0000,2.8355,0.0000,0.0000,3.3511,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.9400,0.0000,0.0000,2.8685,0.0000,0.0000,3.3006,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.9500,0.0000,0.0000,2.9009,0.0000,0.0000,3.2486,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.9600,0.0000,0.0000,2.9329,0.0000,0.0000,3.1951,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.9700,0.0000,0.0000,2.9643,0.0000,0.0000,3.1402,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.9800,0.0000,0.0000,2.9951,0.0000,0.0000,3.0839,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.9900,0.0000,0.0000,3.0254,0.0000,0.0000,3.0263,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.0000,0.0000,0.0000,3.0551,0.0000,0.0000,2.9673,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.0100,0.0000,0.0000,3.0841,0.0000,0.0000,2.9070,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.0200,0.0000,0.0000,3.1126,0.0000,0.0000,2.8455,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.0300,0.0000,0.0000,3.1404,0.0000,0.0000,2.7827,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.0400,0.0000,0.0000,3.1676,0.0000,0.0000,2.7188,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.0500,0.0000,0.0000,3.1942,0.0000,0.0000,2.6537,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.0600,0.0000,0.0000,3.2200,0.0000,0.0000,2.5875,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.0700,0.0000,0.0000,3.2452,0.0000,0.0000,2.5202,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.0800,0.0000,0.0000,3.2697,0.0000,0.0000,2.4518,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.0900,0.0000,0.0000,3.2936,0.0000,0.0000,2.3824,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.1000,0.0000,0.0000,3.3167,0.0000,0.0000,2.3121,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.1100,0.0000,0.0000,3.3391,0.0000,0.0000,2.2408,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.1200,0.0000,0.0000,3.3608,0.0000,0.0000,2.1687,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.1300,0.0000,0.0000,3.3817,0.0000,0.0000,2.0956,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.1400,0.0000,0.0000,3.4020,0.0000,0.0000,2.0218,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.1500,0.0000,0.0000,3.4214,0.0000,0.0000,1.9471,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.1600,0.0000,0.0000,3.4401,0.0000,0.0000,1.8718,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.1700,0.0000,0.0000,3.4581,0.0000,0.0000,1.7957,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.1800,0.0000,0.0000,3.4753,0.0000,0.0000,1.7189,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.1900,0.0000,0.0000,3.4917,0.0000,0.0000,1.6416,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.2000,0.0000,0.0000,3.5073,0.0000,0.0000,1.5636,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.2100,0.0000,0.0000,3.5222,0.0000,0.0000,1.4851,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.2200,0.0000,0.0000,3.5363,0.0000,0.0000,1.4061,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.2300,0.0000,0.0000,3.5495,0.0000,0.0000,1.3267,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.2400,0.0000,0.0000,3.5620,0.0000,0.0000,1.2468,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.2500,0.0000,0.0000,3.5737,0.0000,0.0000,1.1665,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.2600,0.0000,0.0000,3.5845,0.0000,0.0000,1.0859,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.2700,0.0000,0.0000,3.5946,0.0000,0.0000,1.0050,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.2800,0.0000,0.0000,3.6038,0.0000,0.0000,0.9239,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.2900,0.0000,0.0000,3.6122,0.0000,0.0000,0.8425,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.3000,0.0000,0.0000,3.6198,0.0000,0.0000,0.7610,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.3100,0.0000,0.0000,3.6266,0.0000,0.0000,0.6793,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.3200,0.0000,0.0000,3.6326,0.0000,0.0000,0.5975,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
